uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,collectDate,eventID,boutNumber,sampleID,sampleCode,sampleCondition,geneticSampleID,geneticSampleCode,geneticSampleCond,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,habitatType,samplerType,sampleNumber,substratumSizeClass,benthicArea,ponarDepth,snagLength,snagDiameter,dnaSnagLength,dnaSnagDiameter,remarks,recordedBy,collectedBy,dataQF
"d2a5c304-484d-4fd8-aa71-d3c245691744","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,"MAYF.20141114.SNAG.1",,,,,,"NEON.DOC.000690vD",,,"riffle","snag",1,"sand",0.146,,58.00,8.00,,,,"khammer@field-ops.org","ctran@neoninc.org",
"22e22569-77f4-45d8-89dc-c220648e266a","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,"MAYF.20141114.SNAG.3",,,,,,"NEON.DOC.000690vD",,,"riffle","snag",3,"sand",0.021,,34.00,2.00,,,,"khammer@field-ops.org","ctran@neoninc.org",
"4843dc53-7ab0-4b74-b5c7-f8a0f9516812","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,,,"NEON.DOC.000690vD","other",,"run",,4,,,,,,,,"runs not sampled during early bout",,"sparker@battelleecology.org","legacyData"
"7aa3642d-f3c5-47cc-b9b6-70d2d5dcd575","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,,,"NEON.DOC.000690vD","other",,"run",,1,,,,,,,,"runs not sampled during early bout",,"sparker@battelleecology.org","legacyData"
"128f5ba4-a09e-4c0f-bb3d-589dfbd74ffd","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,,,"NEON.DOC.000690vD","other",,"run",,5,,,,,,,,"runs not sampled during early bout",,"sparker@battelleecology.org","legacyData"
"702214e1-4255-4ed9-a838-06359118facc","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,"MAYF.20141114.SNAG.2",,,,,,"NEON.DOC.000690vD",,,"riffle","snag",2,"sand",0.106,,84.00,4.00,,,,"khammer@field-ops.org","ctran@neoninc.org",
"f9e63551-6ff2-46ee-97de-1fbefd44c784","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,,,"NEON.DOC.000690vD","other",,"run",,2,,,,,,,,"runs not sampled during early bout",,"sparker@battelleecology.org","legacyData"
"f8518312-319f-460c-89c9-e49d0dd2c1f3","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T16:30Z","MAYF.20141114",3,,,,,,,"NEON.DOC.000690vD","other",,"run",,3,,,,,,,,"runs not sampled during early bout",,"sparker@battelleecology.org","legacyData"
"27374100-6a33-4467-9686-8fe10a113b77","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T18:00Z","MAYF.20141114",3,"STMA.20141114.SNAG.2",,,,,,"NEON.DOC.000690vD",,,"riffle","snag",2,"sand",0.131,,32.00,13.00,,,,"khammer@field-ops.org","ctran@neoninc.org","legacyData"
"57329765-25ca-4a17-a2c1-fb3260cbcd3d","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T18:00Z","MAYF.20141114",3,"STMA.20141114.SNAG.1",,,,,,"NEON.DOC.000690vD",,,"riffle","snag",1,"sand",0.139,,68.00,6.50,,,,"khammer@field-ops.org","ctran@neoninc.org","legacyData"
"a765d49f-8ac8-423d-a416-d7652eaac171","D08","MAYF","MAYF.AOS.reach",32.960365,-87.407688,1000.0,"WGS84",76.7,1000.0,"stream","2014-11-14T18:00Z","MAYF.20141114",3,"STMA.20141114.SNAG.3",,,,,,"NEON.DOC.000690vD",,,"riffle","snag",3,"sand",0.070,,28.00,8.00,,,,"khammer@field-ops.org","ctran@neoninc.org","legacyData"
